time,tmax
2023-09-24,17.8
2023-09-25,17.2
2023-09-26,16.1
2023-09-27,19.4
2023-09-28,20.6
2023-09-29,16.7
2023-09-30,17.2
2023-10-01,24.4
2023-10-02,25.0
2023-10-03,25.6
2023-10-04,28.3
2023-10-05,23.9
2023-10-06,24.4
2023-10-07,20.0
2023-10-08,17.8
2023-10-09,16.7
2023-10-10,18.9
2023-10-11,20.6
2023-10-12,21.7
2023-10-13,17.2
2023-10-14,13.3
2023-10-15,16.7
2023-10-16,17.8
2023-10-17,18.9
2023-10-18,18.3
2023-10-19,18.3
2023-10-20,18.3
2023-10-21,16.7
2023-10-22,15.0
2023-10-23,16.1
2023-10-24,17.2
2023-10-25,19.4
2023-10-26,24.4
2023-10-27,23.3
2023-10-28,28.3
2023-10-29,16.7
2023-10-30,17.2
2023-10-31,11.7
2023-11-01,8.9
2023-11-02,10.0
2023-11-03,13.3
2023-11-04,15.6
2023-11-05,18.3
2023-11-06,13.3
2023-11-07,18.3
2023-11-08,12.2
2023-11-09,16.1
2023-11-10,11.1
2023-11-11,12.2
2023-11-12,6.7
2023-11-13,8.3
2023-11-14,12.8
2023-11-15,11.1
2023-11-16,17.8
2023-11-17,18.3
2023-11-18,14.4
2023-11-19,13.3
2023-11-20,6.7
2023-11-21,7.8
2023-11-22,14.4
2023-11-23,11.1
2023-11-24,11.1
2023-11-25,4.4
2023-11-26,11.7
2023-11-27,12.8
2023-11-28,5.0
2023-11-29,3.9
2023-11-30,9.4
2023-12-01,10.6
2023-12-02,13.9
2023-12-03,10.6
2023-12-04,12.8
2023-12-05,6.1
2023-12-06,5.6
2023-12-07,3.9
2023-12-08,8.9
2023-12-09,13.3
2023-12-10,15.0
2023-12-11,13.9
2023-12-12,6.7
2023-12-13,8.3
2023-12-14,3.9
2023-12-15,13.3
2023-12-16,12.2
2023-12-17,14.4
2023-12-18,16.1
2023-12-19,7.2
2023-12-20,6.7
2023-12-21,5.0
2023-12-22,2.8
2023-12-23,6.1
2023-12-24,10.0
2023-12-25,11.7
2023-12-26,7.2
2023-12-27,10.0
2023-12-28,13.3
2023-12-29,12.2
2023-12-30,7.8
2023-12-31,5.6
